aemt_id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,rationale
AEMT-RESP-026,AEMT Respiratory,Anaphylaxis Respiratory,A 32-year-old female develops difficulty breathing lip swelling and throat tightness within minutes of eating shrimp at a restaurant. She has hives spreading across her trunk and is wheezing. She feels like her throat is closing. She has a known shellfish allergy but thought she avoided shrimp. Vital signs are BP 102/68 HR 118 RR 28 SpO2 92% on room air. What type of respiratory distress is this and what is the first-line treatment?,This is asthma and she needs albuterol,This is anaphylaxis with upper and lower airway involvement. The first-line treatment is epinephrine 0.3-0.5 mg IM in the lateral thigh. Do not delay epinephrine while giving other treatments,Give diphenhydramine first then see if she needs epinephrine,This is anxiety causing her throat sensation,B,Anaphylaxis is a severe systemic allergic reaction that can cause airway compromise through two mechanisms: upper airway angioedema of lips tongue and larynx and lower airway bronchospasm. This patient has both. Epinephrine is the first-line life-saving treatment and should be given immediately. The dose is 0.3-0.5 mg of 1:1000 concentration given IM in the lateral thigh. Epinephrine reverses bronchospasm reduces angioedema and supports blood pressure. Do not delay epinephrine to give antihistamines or other treatments. After epinephrine provide supplemental oxygen establish IV access and give adjunctive treatments like diphenhydramine and albuterol.
AEMT-RESP-027,AEMT Respiratory,Anaphylaxis Respiratory,You have given epinephrine 0.3 mg IM to the anaphylaxis patient. Five minutes later her hives are slightly better but she now has audible stridor at rest and increased difficulty speaking. Her SpO2 has dropped to 88%. What should you do next?,Wait for the epinephrine to work,Give a second dose of epinephrine 0.3-0.5 mg IM immediately. Anaphylaxis with progressive airway compromise requires repeat epinephrine dosing every 5-15 minutes. Prepare for possible need for advanced airway intervention,Switch to albuterol since epinephrine did not work,Give diphenhydramine 50 mg IV,B,Anaphylaxis can be refractory to initial epinephrine requiring repeat doses. Stridor at rest indicates significant laryngeal edema and impending airway obstruction. Give a second dose of epinephrine 0.3-0.5 mg IM immediately. Epinephrine can be repeated every 5-15 minutes as needed for persistent or worsening anaphylaxis. The worsening airway indicates she may require advanced airway management. Prepare airway equipment and if trained consider supraglottic airway as a backup. Continue high-flow oxygen. Establish IV access if not done. Alert the receiving hospital to the progressive airway compromise so they can prepare for possible surgical airway.
AEMT-RESP-028,AEMT Respiratory,Aspiration,An 82-year-old male with a history of stroke and difficulty swallowing was being fed by his caregiver when he began coughing and choking. He is now in respiratory distress with coarse crackles and rhonchi in the right lung. He has a productive cough with food-tinged sputum. SpO2 is 88% on room air. What has likely occurred and how should you manage this patient?,He has food stuck in his throat and needs abdominal thrusts,He has aspirated food into his right lung. The right mainstem bronchus is more vertical making it the more common site for aspiration. Suction the airway provide supplemental oxygen and position with right side down if possible to prevent spread to left lung,He has pneumonia,He has a heart attack,B,Aspiration occurs when material enters the trachea and lungs instead of the esophagus. Patients with stroke dysphagia or altered mental status are at high risk. The right mainstem bronchus is more vertical and wider than the left making it the more common aspiration site. The food-tinged sputum and right-sided findings confirm aspiration. Management includes suctioning to clear the upper airway supplemental oxygen to treat hypoxia and positioning with the affected right side down to prevent material from flowing to the unaffected lung by gravity. Aspiration pneumonia may develop over hours to days. Transport for evaluation and monitoring.
AEMT-RESP-029,AEMT Respiratory,Aspiration,A 45-year-old male with alcohol intoxication vomits and aspirates while lying supine. When you arrive he is gurgling with vomit visible in his mouth and nose. His SpO2 is 76% and he is making minimal respiratory effort. He does not respond to voice but withdraws from pain. What are your immediate airway management priorities?,Roll him on his side and wait for him to vomit more,Immediately suction the airway roll to recovery position if cervical spine not a concern clear visible material then provide BVM ventilation with high-flow oxygen. Be prepared for advanced airway placement,Wait for paramedics to manage the airway,Perform abdominal thrusts,B,Massive aspiration with visible material in the airway is a life-threatening emergency. Immediate priorities are clearing the airway and restoring oxygenation. Suction the oropharynx aggressively using a rigid Yankauer catheter. Remove visible material with finger sweep if needed. Position in lateral recovery position if no spinal concerns to allow continued drainage. Begin BVM ventilation with high-flow oxygen but recognize that aspiration makes ventilation difficult and contamination of lower airways is likely already present. Be prepared for supraglottic or advanced airway placement if BVM is inadequate. This patient will likely need intubation for airway protection and pulmonary toilet.
AEMT-RESP-030,AEMT Respiratory,Hyperventilation,A 22-year-old female college student is breathing very rapidly and deeply. She reports tingling in her hands and around her mouth and feels like she cannot get enough air. She is anxious and tearful saying she has a big exam tomorrow. She has no medical history and takes no medications. Vital signs are BP 128/78 HR 102 RR 32 SpO2 100% on room air. What is the most likely cause and how should you manage her?,Have her breathe into a paper bag,This is likely hyperventilation syndrome from anxiety. However do NOT have her breathe into a paper bag as this can be dangerous if she has an underlying medical cause. Provide reassurance coach slow breathing and consider supplemental oxygen. Rule out medical causes,She needs albuterol for asthma,She is having a heart attack,B,Hyperventilation syndrome is rapid deep breathing usually triggered by anxiety causing respiratory alkalosis from excessive CO2 elimination. This shifts calcium binding causing perioral and extremity paresthesias. However several serious conditions can cause similar presentations including PE diabetic ketoacidosis and metabolic acidosis where rapid breathing is compensatory. Never have patients breathe into a paper bag as this can be dangerous if there is an underlying cause requiring oxygenation. Instead provide calm reassurance coaching slow breathing through pursed lips. Assess for other causes. Her SpO2 of 100% is reassuring but maintain healthy suspicion and transport for evaluation if any doubt.
AEMT-RESP-031,AEMT Respiratory,Hyperventilation,The hyperventilating patient has calmed somewhat with your reassurance but then mentions she just flew back from Europe yesterday after a long flight. She has mild calf pain she thought was from sitting so long. With this new information how does your assessment change?,This does not change anything since she was clearly hyperventilating,This new information dramatically increases concern for pulmonary embolism. Recent long flight and calf pain suggest DVT as the source. Do not dismiss her symptoms as anxiety. Provide oxygen establish IV access monitor closely and transport for evaluation,She definitely just has anxiety,Check her calf and if there is no swelling she is fine,B,New information can completely change the clinical picture. Recent long-haul flight is a significant risk factor for deep vein thrombosis and calf pain suggests possible DVT. Pulmonary embolism from DVT can cause sudden dyspnea tachypnea and anxiety that can initially appear to be hyperventilation syndrome. Her SpO2 of 100% does not rule out PE. The danger of dismissing symptoms as anxiety is missing life-threatening conditions. Err on the side of caution and transport for proper evaluation including possible CT angiography. Document your clinical reasoning and the new information that changed your assessment.
AEMT-RESP-032,AEMT Respiratory,Spontaneous Pneumothorax,A 22-year-old tall thin male presents with sudden onset of right-sided chest pain and shortness of breath that began while playing basketball. He has no trauma history. He is mildly dyspneic. Vital signs are BP 122/78 HR 94 RR 22 SpO2 94% on room air. On auscultation breath sounds are diminished on the right compared to the left. The right chest is slightly hyperresonant to percussion. What do you suspect and what is the typical patient profile?,He has a muscle strain from playing basketball,This presentation suggests spontaneous pneumothorax. The typical patient is a tall thin young male. Air has leaked into the pleural space causing partial lung collapse. Provide supplemental oxygen monitor closely for deterioration and transport,He has asthma triggered by exercise,He has a pulmonary embolism,B,Primary spontaneous pneumothorax occurs without trauma typically in tall thin young males who have small blebs on the lung apex that can rupture. Risk factors include smoking Marfan syndrome and connective tissue disorders. Presentation includes sudden pleuritic chest pain dyspnea diminished breath sounds and hyperresonance on the affected side. In a small pneumothorax symptoms may be mild. Treatment is supportive with oxygen which accelerates air reabsorption and monitoring. However spontaneous pneumothorax can progress to tension pneumothorax so close monitoring for deterioration is essential. Transport for chest X-ray and possible chest tube if large.
AEMT-RESP-033,AEMT Respiratory,Tension Pneumothorax,You are transporting a patient who was initially stable after a minor car accident with complaint of chest wall pain. During transport he suddenly becomes severely dyspneic. His SpO2 drops to 82% and BP falls to 78/54 with HR 132. His neck veins are distended and trachea appears deviated to the left. Breath sounds are absent on the right. What has developed and what are the signs you have identified?,He is having a panic attack,He has developed tension pneumothorax. Signs include severe respiratory distress hypotension tachycardia hypoxia JVD tracheal deviation away from affected side and absent breath sounds on affected side. This is immediately life-threatening,He has a simple pneumothorax,He is having a heart attack,B,Tension pneumothorax occurs when air enters the pleural space through a one-way valve mechanism causing progressive accumulation. Pressure builds collapsing the lung shifting the mediastinum compressing the opposite lung and great vessels. Signs include severe respiratory distress hypotension from decreased venous return JVD from obstructed venous return tracheal deviation away from the affected side late finding and absent breath sounds on the affected side. This is immediately life-threatening. At AEMT level treatment is supportive unless needle decompression is in your protocols. Provide high-flow oxygen notify hospital and transport emergently.
AEMT-RESP-034,AEMT Respiratory,Tension Pneumothorax,Your protocols include needle decompression for tension pneumothorax. Describe the landmarks and technique for this procedure.,Insert the needle into the 2nd intercostal space in the midaxillary line,Insert a large bore needle 14-16 gauge into the 2nd intercostal space in the midclavicular line OR the 4th-5th intercostal space in the midaxillary line. Insert over the top of the rib to avoid the neurovascular bundle. A rush of air confirms tension release,Insert the needle into the abdomen,Use a small gauge needle in any chest location,B,Needle decompression converts tension pneumothorax to simple pneumothorax by releasing trapped air. Two acceptable sites are 2nd intercostal space at the midclavicular line traditional or 4th-5th intercostal space at the midaxillary line often preferred due to less tissue thickness. Use a large bore needle 14-16 gauge or commercial device of adequate length studies show some patients need 7-8 cm needles. Insert perpendicular to the chest wall over the top of the rib to avoid the intercostal neurovascular bundle that runs along the inferior rib margin. A rush or hissing of air confirms tension release. Leave the catheter in place.
AEMT-RESP-035,AEMT Respiratory,Respiratory Failure,A 68-year-old male with COPD has been in respiratory distress for several hours. Despite bronchodilators and oxygen his condition has continued to deteriorate. He is now minimally responsive only to painful stimuli. His respiratory rate which was 32 has now dropped to 10 and his breathing is shallow and irregular. SpO2 is 72%. What stage of respiratory compromise has he reached and what must you do immediately?,He is improving because his respiratory rate is lower,He has progressed to respiratory failure. The decreased respiratory rate and altered mental status indicate his respiratory muscles are failing and he cannot maintain ventilation. Begin immediate BVM ventilation and prepare for advanced airway. Without intervention respiratory arrest is imminent,Continue bronchodilators and monitor,His oxygen level is adequate for COPD,B,This patient has progressed from respiratory distress through respiratory failure and is approaching respiratory arrest. Signs of respiratory failure include altered mental status from hypoxia and hypercapnia decreasing respiratory rate indicating muscle fatigue inability to maintain oxygenation and poor respiratory effort. A decreasing respiratory rate in a patient who was working hard to breathe is ominous as it indicates exhaustion not improvement. Immediate assisted ventilation with BVM and high-flow oxygen is required. Prepare for advanced airway placement. Without immediate intervention he will progress to respiratory arrest. Time is critical.
AEMT-RESP-036,AEMT Respiratory,BVM Ventilation,You are providing BVM ventilation to the respiratory failure patient. Describe proper BVM technique and how to assess effectiveness.,Squeeze the bag as hard and fast as possible,Use two-person technique if possible with one person maintaining mask seal with jaw thrust and another squeezing the bag. Provide 10-12 breaths per minute with each breath delivered over 1 second. Watch for chest rise as the indicator of effective ventilation. Avoid excessive rate and volume,One person can ventilate just as effectively,Squeeze the bag until it is completely empty each time,B,Effective BVM ventilation requires proper technique. Two-person technique is more effective with one person using both hands to maintain mask seal using the E-C grip and jaw thrust while the other squeezes the bag. Ventilate at 10-12 breaths per minute each breath delivered over about 1 second watching for chest rise. Chest rise is the best indicator of effective ventilation. Common errors include excessive rate and volume which cause gastric insufflation and aspiration risk inadequate mask seal with air leak and failure to open the airway. If you cannot achieve chest rise reposition the airway try airway adjuncts OPA or NPA and consider supraglottic airway.
AEMT-RESP-037,AEMT Respiratory,BVM Ventilation,You are providing BVM ventilation but cannot achieve adequate chest rise despite repositioning and using an OPA. The patient's SpO2 remains in the 70s. You have a King LT supraglottic airway available. When is a supraglottic airway indicated and what are the basic steps for insertion?,Supraglottic airways are only for cardiac arrest,A supraglottic airway is indicated when BVM ventilation is inadequate. For King LT select appropriate size based on patient height lubricate insert with rotation until flange is at teeth or gums inflate both cuffs simultaneously and ventilate checking for chest rise and SpO2 improvement,Never use a supraglottic airway on a breathing patient,Only paramedics can insert supraglottic airways,B,Supraglottic airways like King LT and i-gel are indicated when BVM ventilation is inadequate and provide a more secure airway without requiring laryngoscopy. For King LT select size based on height lubricate the distal tip position the patient open the mouth and insert in the midline rotating slightly during advancement until the flange rests at the teeth or gums. Inflate the cuff with the specified volume which inflates both the proximal pharyngeal cuff and distal esophageal cuff. Ventilate and confirm placement with chest rise bilateral breath sounds waveform capnography if available and improving SpO2. If no chest rise deflate reposition and retry.
AEMT-RESP-038,AEMT Respiratory,Capnography,Your ambulance is equipped with waveform capnography. You are ventilating a patient through a King LT and the capnography displays a consistent waveform with EtCO2 reading of 38 mmHg. What does this tell you about the airway placement and ventilation?,The capnography is not useful information,The consistent waveform with EtCO2 of 38 mmHg confirms proper airway placement in the trachea and adequate ventilation. Capnography is the gold standard for confirming airway placement as CO2 is only produced in the lungs,EtCO2 should be zero if ventilation is effective,The reading is too high,B,Waveform capnography measures exhaled CO2 which is only present in air coming from the lungs. A consistent waveform with detectable EtCO2 confirms the airway is in the trachea and ventilation is occurring. Normal EtCO2 is 35-45 mmHg. This is the gold standard for confirming airway placement more reliable than auscultation or visualization. If the airway were in the esophagus there would be no waveform or only a small transient reading from residual gastric CO2 that quickly disappears. Continue monitoring as changes in EtCO2 or waveform can indicate dislodgement deterioration or improvement.
AEMT-RESP-039,AEMT Respiratory,Capnography,You are ventilating a cardiac arrest patient and notice the EtCO2 has been reading 15-18 mmHg during CPR. Suddenly the EtCO2 rises to 42 mmHg and stays elevated. What does this sudden rise in EtCO2 likely indicate?,The capnography is malfunctioning,A sudden sustained rise in EtCO2 during CPR likely indicates return of spontaneous circulation ROSC. Improved cardiac output delivers more CO2 to the lungs for exhalation. Stop CPR and check for pulse. Low EtCO2 during CPR indicates poor cardiac output from compressions,The patient is deteriorating,The airway has become displaced,B,During CPR EtCO2 reflects pulmonary blood flow which depends on compression quality. Typical values during CPR are 10-20 mmHg. A sudden significant rise in EtCO2 during CPR often to above 40 mmHg is highly suggestive of ROSC because improved cardiac output delivers more CO2 to the lungs. This is often the earliest indicator of ROSC even before a pulse is palpable. Stop compressions and check for pulse. Conversely very low EtCO2 below 10 mmHg during CPR suggests poor compression quality or prolonged arrest with poor prognosis. EtCO2 monitoring during CPR provides real-time feedback on resuscitation quality.
AEMT-RESP-040,AEMT Respiratory,Pediatric Respiratory,A 2-year-old child is brought in by parents for difficulty breathing. The child has nasal flaring head bobbing with each breath and intercostal and subcostal retractions. She is sitting in her mother's arms and appears tired. She has audible wheezing. Vital signs are HR 142 RR 48 SpO2 90% on room air. Parents say she has had a cold for several days. What do the physical findings tell you about her respiratory status?,These are normal findings for a child with a cold,These are signs of significant respiratory distress. Nasal flaring retractions and head bobbing indicate increased work of breathing. The fatigue suggests she may be tiring. Provide blow-by oxygen keep her calm with her mother and prepare for possible assisted ventilation if she deteriorates,She is just fussy because she does not feel well,Her vital signs are normal for her age,B,Pediatric respiratory assessment requires attention to age-specific findings. Nasal flaring decreases airway resistance. Retractions intercostal subcostal suprasternal indicate the child is generating very negative intrathoracic pressure to overcome airway obstruction. Head bobbing using neck muscles indicates severe distress. Fatigue in a child who was previously working hard to breathe is ominous suggesting impending respiratory failure. Children have less respiratory reserve than adults and can decompensate rapidly. Provide supplemental oxygen keep her calm with her mother avoid agitating her and be prepared for rapid deterioration. Albuterol if indicated and transport.
AEMT-RESP-041,AEMT Respiratory,Pediatric Respiratory,You need to give supplemental oxygen to the distressed 2-year-old but she cries and fights whenever you try to place a mask on her face. Fighting makes her SpO2 drop further. How should you approach oxygen delivery in this uncooperative child?,Restrain her and force the mask on her face,Use blow-by oxygen by having the mother hold the oxygen tubing or mask near the child's face without touching it. A calm child on blow-by oxygen will do better than an agitated child fighting a mask. Keep her with her mother to minimize distress,She does not need oxygen if she fights it,Wait until she passes out then apply oxygen,B,Pediatric oxygen delivery requires flexibility. Agitation increases oxygen consumption potentially worsening hypoxia. A crying struggling child on a tight mask may have worse oxygenation than a calm child receiving blow-by oxygen. Blow-by involves holding the oxygen tubing or mask near the child's face without direct contact delivering a variable but often adequate FiO2. Keep the child with the parent who can hold the oxygen source. Distraction with toys or videos can help. If the child tolerates other devices try a nasal cannula which may be less threatening than a mask. The goal is adequate oxygenation with minimal distress.
AEMT-RESP-042,AEMT Respiratory,Pediatric Respiratory,A 6-month-old infant has had a cold and cough for 3 days. Today she is breathing fast and appears to be working hard. You hear wheezing and fine crackles bilaterally. She has nasal flaring and subcostal retractions. She has not been feeding well. Vital signs are HR 168 RR 64 SpO2 89% on room air Temp 100.4F. What condition is most likely and why might albuterol have limited benefit?,This is asthma and albuterol will help significantly,This is likely bronchiolitis usually caused by RSV. Unlike asthma bronchiolitis primarily causes bronchiolar inflammation and mucus plugging rather than bronchospasm. Albuterol has limited evidence of benefit but may be tried. Focus on supportive care with oxygen suctioning and monitoring,This is croup and she needs epinephrine,She has pneumonia,B,Bronchiolitis is a lower respiratory infection common in infants under 12 months usually caused by respiratory syncytial virus RSV. It causes inflammation and mucus plugging of small airways. Unlike asthma bronchospasm is not the primary mechanism so bronchodilators have limited benefit though some providers try a trial of albuterol. Supportive care is the mainstay including supplemental oxygen for hypoxia nasal suctioning as infants are obligate nose breathers and monitoring for deterioration. Poor feeding and fatigue suggest significant illness. Many infants with severe bronchiolitis require hospitalization for oxygen and sometimes ventilatory support.
AEMT-RESP-043,AEMT Respiratory,Geriatric Respiratory,An 84-year-old nursing home resident presents with cough shortness of breath and fever. Staff reports she has been confused over the past day which is not her baseline. She was eating lunch when she began coughing and has had difficulty since. She has a history of dementia and dysphagia and has had aspiration pneumonia before. Vital signs are BP 98/62 HR 108 RR 26 SpO2 88% on room air Temp 101.6F. What are the likely contributing factors to her respiratory distress?,She simply has a cold,Her dysphagia puts her at risk for aspiration and the coughing episode during eating suggests this may have occurred. She likely has aspiration pneumonia. Her confusion hypotension and tachycardia suggest she is developing sepsis from the infection,Her dementia is causing her respiratory symptoms,She is having a heart attack,B,Elderly patients with dysphagia swallowing difficulty are at high risk for aspiration particularly during meals. Aspiration introduces bacteria and gastric contents into the lungs causing pneumonia. This patient's coughing during eating suggests a witnessed aspiration event. Her fever tachycardia hypotension and confusion not at baseline indicate she is progressing toward sepsis from the pneumonia. Elderly patients often present atypically with confusion as a primary sign of serious illness. Treatment includes oxygen positioning for airway protection suction if needed IV access and fluid bolus for hypotension and rapid transport.
AEMT-RESP-044,AEMT Respiratory,Geriatric Respiratory,A 78-year-old male with a history of COPD and heart failure presents with gradually worsening shortness of breath over several days. He has bilateral crackles and peripheral edema but also has wheezing. He has taken extra doses of his inhaler and diuretic without improvement. SpO2 is 86% on room air. How do you determine whether this is primarily a COPD exacerbation or heart failure exacerbation?,It must be one or the other so pick the most likely,Many elderly patients have overlapping COPD and heart failure and both can exacerbate simultaneously. Treat both conditions with bronchodilators for COPD component and CPAP and nitroglycerin for heart failure component if blood pressure permits,Only treat the COPD since he has a history of COPD,Only treat heart failure since he has edema,B,COPD and heart failure commonly coexist in elderly patients and can exacerbate together. COPD exacerbation causes bronchospasm and air trapping while heart failure causes pulmonary edema. Both cause dyspnea and both can have crackles wheezing cardiac asthma is wheezing from heart failure. Rather than trying to determine which is primary treat both simultaneously. Bronchodilators address bronchospasm. CPAP reduces work of breathing benefits both conditions and nitroglycerin reduces preload helping heart failure. This dual approach is often more effective than targeting only one condition.
AEMT-RESP-045,AEMT Respiratory,Tracheostomy,You respond to a 62-year-old male with a tracheostomy who is in respiratory distress. His wife says he had throat cancer and has had the tracheostomy for 2 years. He is unable to speak and is pointing at his tracheostomy. His SpO2 is 78% and he is cyanotic. She reports he usually suctions the tracheostomy several times daily but it has seemed more blocked today. What is the immediate priority and how do you provide ventilation if needed?,Provide oxygen by face mask over his mouth and nose,The tracheostomy is his airway. Suction the tracheostomy tube to clear secretions. If needed remove the inner cannula which is often removable for cleaning. Provide oxygen and ventilation through the tracheostomy stoma not the mouth and nose,Give nebulized albuterol through a face mask,Call for ALS to manage the tracheostomy,B,In patients with laryngectomy or permanent tracheostomy the stoma is the only airway. The upper airway is surgically disconnected from the trachea. Respiratory care focuses on the stoma not the mouth. First suction the tracheostomy tube to clear mucus plugging which is common. Many tracheostomy tubes have removable inner cannulas that can be removed for cleaning and replaced. Provide oxygen via a tracheostomy mask or by placing standard mask over the stoma. If ventilation is needed use a pediatric mask or specially designed adapter over the stoma or ventilate directly into the stoma. Seal the mouth and nose if air leaks during ventilation.
AEMT-RESP-046,AEMT Respiratory,Tracheostomy,The tracheostomy patient does not improve after suctioning. You removed and replaced the inner cannula but he is still in severe distress with SpO2 of 74%. You need to provide ventilation. With a tracheostomy patient what modifications to airway management might be needed?,Perform standard BVM through mouth and nose,The tracheostomy tube may be obstructed or dislodged. Consider removing the entire tracheostomy tube and ventilating through the stoma using a pediatric mask. If the trach is less than 7 days old do NOT remove it as the tract may not be well-established. Cover the mouth and nose if air escapes during ventilation,Never remove a tracheostomy tube,Intubate through the mouth normally,B,If suctioning and inner cannula replacement do not relieve obstruction the outer tracheostomy tube itself may be blocked or dislodged. In patients with mature tracheostomies greater than 7-10 days old the tract is well-established and the tube can be removed for replacement or direct stoma ventilation. Use a pediatric mask over the stoma to create a seal and ventilate. However in fresh tracheostomies less than 7 days the tract is not established and removing the tube may cause loss of the airway. In these cases do not remove the tube and attempt to ventilate through it or seek ALS assistance. Always cover the mouth and nose during ventilation to prevent air leak.
AEMT-RESP-047,AEMT Respiratory,Environmental Respiratory,Firefighters bring you a 40-year-old male rescued from a house fire. He was in a smoke-filled room for several minutes. He is coughing and has soot around his nose and mouth. His voice is hoarse and he has singed nasal hairs. He is alert but anxious. Vital signs are BP 138/88 HR 112 RR 24 SpO2 94% on 15 LPM NRB. What is your primary concern and what complication might develop over time?,He has smoke inhalation but his SpO2 is adequate so he is not in danger,Inhalation injury is your primary concern. Singed nasal hairs soot and hoarse voice indicate upper airway burn. The airway may swell progressively over the next several hours potentially causing complete obstruction. Early intubation may be needed before edema makes it impossible,His SpO2 is fine so no treatment is needed,He just needs to cough out the soot,B,Inhalation injury is a life-threatening complication of fire exposure. Signs suggesting inhalation injury include facial burns singed nasal hairs or eyebrows soot in mouth or sputum hoarse voice stridor cough and history of enclosed space fire. The critical concern is progressive upper airway edema which can cause complete obstruction. Edema develops over hours so a patient who initially appears stable can deteriorate suddenly. The SpO2 may be falsely reassuring as pulse oximetry cannot distinguish carboxyhemoglobin from oxyhemoglobin. High-flow oxygen reduces carbon monoxide half-life. Alert the hospital to potential airway compromise as early intubation before severe edema may be necessary.
AEMT-RESP-048,AEMT Respiratory,Environmental Respiratory,You respond to a possible drowning at a lake. A 25-year-old male was pulled from the water by friends after being submerged for approximately 2 minutes. He is coughing and vomiting water. He is confused and combative. SpO2 is 84% on room air. Vital signs are BP 142/88 HR 118 RR 28. What are the respiratory management priorities for this near-drowning patient?,Suction aggressively to remove all water from his lungs,Provide high-flow oxygen and be prepared for vomiting and aspiration. You cannot suction water from the alveoli but you can support oxygenation and ventilation. Anticipate gastric distension from swallowed water and be prepared for vomiting,He is breathing so he does not need oxygen,Wait for him to cough up all the water,B,Near-drowning patients have aspirated water into their lungs causing alveolar damage surfactant washout and impaired gas exchange. You cannot suction water from the alveoli as it rapidly distributes and is absorbed. Focus on supportive care with high-flow oxygen and ventilatory assistance if needed. Most near-drowning victims swallow large amounts of water causing gastric distension and high aspiration risk from vomiting. Be prepared to manage vomiting with suctioning and positioning. All near-drowning patients should be transported for evaluation as delayed pulmonary edema can develop hours later. Consider hypothermia if the water was cold.
AEMT-RESP-049,AEMT Respiratory,Documentation,You treated a patient with severe asthma exacerbation. You provided oxygen nebulized albuterol and assisted ventilations when he deteriorated then placed a King LT. He stabilized and you transported. What are the critical documentation elements for respiratory emergencies?,Only document the final treatment that worked,Document initial presentation including respiratory rate work of breathing breath sounds SpO2 and mental status. Document each intervention with time and patient response. Document reassessments showing progression or improvement. For advanced airways document confirmation methods and any difficulties,Documentation is not important for respiratory calls,Only document what the hospital needs to know,B,Thorough documentation for respiratory emergencies should include initial assessment with respiratory rate work of breathing breath sounds SpO2 and mental status. Document oxygen delivery method and flow rate. For medications document time dose route and response. Document any deterioration and your interventions. For advanced airway placement document indication number of attempts confirmation methods chest rise EtCO2 if available and any complications. Serial vital signs and reassessments show the clinical trajectory. Good documentation supports continuity of care demonstrates appropriate clinical decision-making and provides legal protection.
AEMT-RESP-050,AEMT Respiratory,Documentation,During transport of your respiratory patient you notice your documentation has gaps because you were busy providing care. What is the best approach to completing your documentation?,Leave the gaps since you cannot remember exactly what happened,Complete documentation as soon as safely possible while events are fresh. It is acceptable to document that times are approximate if exact times were not recorded during active resuscitation. Never falsify times or events,Make up times that seem reasonable,Documentation is not required for emergency situations,B,During active patient care documentation often takes a backseat to treatment which is appropriate. However complete documentation as soon as possible while events are fresh in memory. If exact times were not recorded during resuscitation it is acceptable to document approximate times and note they are estimates. Document the sequence of events accurately even if precise times are uncertain. Never falsify documentation to make times appear more precise than they were. Partners can help reconstruct timeline. Many services use a team approach with one person documenting while others provide care. Accurate documentation even with acknowledged limitations is better than fabricated precise documentation.